11:02:56.712651, 13/11/2016, G, +0.007084, +0.006324, +0.014878
11:02:56.717646, 13/11/2016, G, +0.007150, +0.006294, +0.015000
11:02:56.722645, 13/11/2016, G, +0.007126, +0.006324, +0.014939
11:02:56.727642, 13/11/2016, G, +0.007117, +0.006268, +0.014878
11:02:56.732651, 13/11/2016, G, +0.007099, +0.006185, +0.014890
11:02:56.737645, 13/11/2016, G, +0.007052, +0.006339, +0.014887
11:02:56.742638, 13/11/2016, G, +0.007151, +0.006368, +0.014898
11:02:56.747636, 13/11/2016, G, +0.007148, +0.006292, +0.014886
11:02:56.752653, 13/11/2016, G, +0.007099, +0.006255, +0.014829
11:02:56.757642, 13/11/2016, G, +0.007120, +0.006247, +0.014846
11:02:56.762650, 13/11/2016, G, +0.007117, +0.006262, +0.014896
11:02:56.767657, 13/11/2016, G, +0.007114, +0.006249, +0.014868
11:02:56.772646, 13/11/2016, G, +0.007124, +0.006307, +0.014812
11:02:56.777642, 13/11/2016, G, +0.007047, +0.006257, +0.014872
11:02:56.782640, 13/11/2016, G, +0.007077, +0.006260, +0.014900
11:02:56.787633, 13/11/2016, G, +0.007131, +0.006316, +0.014864
11:02:56.792637, 13/11/2016, G, +0.007041, +0.006358, +0.014865
11:02:56.797633, 13/11/2016, G, +0.007147, +0.006427, +0.014848
11:02:56.802656, 13/11/2016, G, +0.007138, +0.006386, +0.014878
11:02:56.807638, 13/11/2016, G, +0.007081, +0.006333, +0.014852
11:02:56.812644, 13/11/2016, G, +0.007152, +0.006335, +0.014864
11:02:56.817631, 13/11/2016, G, +0.007078, +0.006371, +0.014914
11:02:56.822646, 13/11/2016, G, +0.007090, +0.006340, +0.014882
11:02:56.827631, 13/11/2016, G, +0.007125, +0.006303, +0.014912
11:02:56.832647, 13/11/2016, G, +0.007147, +0.006397, +0.014901
11:02:56.837630, 13/11/2016, G, +0.007144, +0.006381, +0.014899
11:02:56.842648, 13/11/2016, G, +0.007048, +0.006296, +0.014959
11:02:56.847636, 13/11/2016, G, +0.007069, +0.006353, +0.014891
11:02:56.852636, 13/11/2016, G, +0.007141, +0.006338, +0.014872
11:02:56.857642, 13/11/2016, G, +0.007192, +0.006293, +0.014906
11:02:56.862638, 13/11/2016, G, +0.007174, +0.006307, +0.014882
11:02:56.867635, 13/11/2016, G, +0.007106, +0.006323, +0.014873
11:02:56.872636, 13/11/2016, G, +0.007126, +0.006377, +0.014840
11:02:56.877635, 13/11/2016, G, +0.007177, +0.006309, +0.014886
11:02:56.882635, 13/11/2016, G, +0.007131, +0.006276, +0.014925
11:02:56.887633, 13/11/2016, G, +0.007089, +0.006353, +0.014878
11:02:56.892640, 13/11/2016, G, +0.007143, +0.006284, +0.014849
11:02:56.897627, 13/11/2016, G, +0.007145, +0.006253, +0.014841
11:02:56.902641, 13/11/2016, G, +0.007158, +0.006302, +0.014904
11:02:56.907639, 13/11/2016, G, +0.007129, +0.006263, +0.014911
11:02:56.912650, 13/11/2016, G, +0.007105, +0.006272, +0.014779
11:02:56.917639, 13/11/2016, G, +0.007139, +0.006310, +0.014803
11:02:56.922642, 13/11/2016, G, +0.007130, +0.006322, +0.014937
11:02:56.927631, 13/11/2016, G, +0.007141, +0.006378, +0.014871
11:02:56.932639, 13/11/2016, G, +0.007133, +0.006387, +0.014816
11:02:56.937642, 13/11/2016, G, +0.007151, +0.006361, +0.014818
11:02:56.942627, 13/11/2016, G, +0.007064, +0.006302, +0.014846
11:02:56.947642, 13/11/2016, G, +0.007058, +0.006322, +0.014885
11:02:56.952640, 13/11/2016, G, +0.007092, +0.006348, +0.014783
11:02:56.957639, 13/11/2016, G, +0.007039, +0.006302, +0.014760
11:02:56.962640, 13/11/2016, G, +0.007082, +0.006350, +0.014880
11:02:56.967629, 13/11/2016, G, +0.007056, +0.006273, +0.014890
11:02:56.972636, 13/11/2016, G, +0.007094, +0.006373, +0.014784
11:02:56.977631, 13/11/2016, G, +0.007055, +0.006424, +0.014893
11:02:56.982617, 13/11/2016, G, +0.007074, +0.006270, +0.015022
11:02:56.987621, 13/11/2016, G, +0.007143, +0.006373, +0.014970
11:02:56.992626, 13/11/2016, G, +0.007097, +0.006324, +0.014987
11:02:56.997630, 13/11/2016, G, +0.007140, +0.006343, +0.014923
11:02:57.002638, 13/11/2016, G, +0.007098, +0.006378, +0.014879
11:02:57.007626, 13/11/2016, G, +0.007136, +0.006331, +0.014924
11:02:57.012634, 13/11/2016, G, +0.007125, +0.006430, +0.014922
11:02:57.017630, 13/11/2016, G, +0.007163, +0.006338, +0.014871
11:02:57.022630, 13/11/2016, G, +0.007217, +0.006344, +0.014790
11:02:57.027629, 13/11/2016, G, +0.007067, +0.006356, +0.014825
11:02:57.032625, 13/11/2016, G, +0.007148, +0.006286, +0.014842
11:02:57.037620, 13/11/2016, G, +0.007156, +0.006377, +0.014861
11:02:57.042636, 13/11/2016, G, +0.007111, +0.006394, +0.014833
11:02:57.047623, 13/11/2016, G, +0.007187, +0.006379, +0.014870
11:02:57.052634, 13/11/2016, G, +0.007143, +0.006347, +0.014939
11:02:57.057630, 13/11/2016, G, +0.007127, +0.006245, +0.014785
11:02:57.062619, 13/11/2016, G, +0.007083, +0.006234, +0.014887
11:02:57.067635, 13/11/2016, G, +0.007125, +0.006334, +0.014926
11:02:57.072623, 13/11/2016, G, +0.007150, +0.006281, +0.014818
11:02:57.077633, 13/11/2016, G, +0.007102, +0.006243, +0.014830
11:02:57.082631, 13/11/2016, G, +0.007165, +0.006335, +0.014799
11:02:57.087631, 13/11/2016, G, +0.007064, +0.006291, +0.014883
11:02:57.092622, 13/11/2016, G, +0.007015, +0.006395, +0.014881
11:02:57.097626, 13/11/2016, G, +0.007089, +0.006373, +0.014898
11:02:57.102622, 13/11/2016, G, +0.007107, +0.006273, +0.014956
11:02:57.107615, 13/11/2016, G, +0.007081, +0.006387, +0.014912
11:02:57.112629, 13/11/2016, G, +0.007051, +0.006306, +0.014832
11:02:57.117632, 13/11/2016, G, +0.007070, +0.006335, +0.014853
11:02:57.122637, 13/11/2016, G, +0.007027, +0.006419, +0.014982
11:02:57.127628, 13/11/2016, G, +0.007163, +0.006390, +0.014961
11:02:57.132616, 13/11/2016, G, +0.007218, +0.006330, +0.014944
11:02:57.137622, 13/11/2016, G, +0.007079, +0.006296, +0.014912
11:02:57.142620, 13/11/2016, G, +0.007071, +0.006405, +0.014905
11:02:57.147613, 13/11/2016, G, +0.007126, +0.006362, +0.014926
11:02:57.152628, 13/11/2016, G, +0.007136, +0.006337, +0.014857
11:02:57.157628, 13/11/2016, G, +0.007121, +0.006371, +0.014885
11:02:57.162619, 13/11/2016, G, +0.007160, +0.006297, +0.014929
11:02:57.167624, 13/11/2016, G, +0.007123, +0.006355, +0.014922
11:02:57.172617, 13/11/2016, G, +0.007159, +0.006394, +0.014926
11:02:57.177615, 13/11/2016, G, +0.007185, +0.006341, +0.014906
11:02:57.182622, 13/11/2016, G, +0.007131, +0.006387, +0.014867
11:02:57.187611, 13/11/2016, G, +0.007122, +0.006365, +0.014876
11:02:57.192635, 13/11/2016, G, +0.007107, +0.006357, +0.014878
11:02:57.197633, 13/11/2016, G, +0.007204, +0.006367, +0.014809
11:02:57.202625, 13/11/2016, G, +0.007154, +0.006351, +0.014827
11:02:57.207633, 13/11/2016, G, +0.007075, +0.006401, +0.014838
11:02:57.212622, 13/11/2016, G, +0.007104, +0.006351, +0.014771
11:02:57.217609, 13/11/2016, G, +0.007037, +0.006367, +0.014856
11:02:57.222625, 13/11/2016, G, +0.007110, +0.006346, +0.014862
11:02:57.227608, 13/11/2016, G, +0.007115, +0.006365, +0.014835
11:02:57.232614, 13/11/2016, G, +0.007062, +0.006393, +0.014879
11:02:57.237608, 13/11/2016, G, +0.007113, +0.006315, +0.014846
11:02:57.242614, 13/11/2016, G, +0.007034, +0.006384, +0.014832
11:02:57.247622, 13/11/2016, G, +0.007068, +0.006259, +0.014851
11:02:57.252613, 13/11/2016, G, +0.007127, +0.006309, +0.014967
11:02:57.257619, 13/11/2016, G, +0.007087, +0.006424, +0.014899
11:02:57.262608, 13/11/2016, G, +0.007077, +0.006305, +0.014826
11:02:57.267607, 13/11/2016, G, +0.007086, +0.006311, +0.014888
11:02:57.272612, 13/11/2016, G, +0.007121, +0.006301, +0.014853
11:02:57.277613, 13/11/2016, G, +0.007118, +0.006400, +0.014898
11:02:57.282631, 13/11/2016, G, +0.007090, +0.006313, +0.014932
11:02:57.287620, 13/11/2016, G, +0.007022, +0.006226, +0.014903
11:02:57.292621, 13/11/2016, G, +0.007022, +0.006338, +0.014842
11:02:57.297606, 13/11/2016, G, +0.007035, +0.006337, +0.014865
11:02:57.302610, 13/11/2016, G, +0.007026, +0.006368, +0.014872
11:02:57.307604, 13/11/2016, G, +0.007105, +0.006331, +0.014861
